RecID,SiteID,StoreCode,Region,Quantity,GTIN_VPN,Brand,Style,Diameter,Width,BoltPattern1,BoltPattern2,Lugs,LugRadial,Offset,Finish,DTArticle,diamBP,diamBPOffs,wheelsize,offbin
20511,1907,OKO 11,Oklahoma,4,8.85463E+11,Moto Metal,MO969 S-BLK W/ ACC,18,9,6x139.70,NA,6,139.7,0,SATIN BLACK W/ ACCENTS,20150,18 6x139.70,18 6x139.70 0,18 x 9,"(-9,0)"
20512,1907,OKO 11,Oklahoma,13,8.85463E+11,Moto Metal,MO970 G-BLK MACH,20,9,6x135.00,6x139.70,6,135,18,GLOSS BLACK W/ MACHINED FACE,NA,20 6x135.00,20 6x135.00 18,20 x 9,"(11,19)"
20513,1907,OKO 11,Oklahoma,-4,8.85463E+11,Moto Metal,MO970 G-BLK MACH,20,9,6x135.00,6x139.70,6,135,18,GLOSS BLACK W/ MACHINED FACE,NA,20 6x135.00,20 6x135.00 18,20 x 9,"(11,19)"
20514,1907,OKO 11,Oklahoma,4,8.85463E+11,Moto Metal,MO970 G-BLK MACH,20,9,5x139.70,5x150.00,5,139.7,18,GLOSS BLACK W/ MACHINED FACE,78457,20 5x139.70,20 5x139.70 18,20 x 9,"(11,19)"
20515,1907,OKO 11,Oklahoma,4,8.85463E+11,Moto Metal,MO970 G-BLK MACH,16,8,8x165.10,NA,8,165.1,0,GLOSS BLACK W/ MACHINED FACE,NA,16 8x165.10,16 8x165.10 0,16 x 8,"(-9,0)"
20516,1907,OKO 11,Oklahoma,4,8.85463E+11,Moto Metal,MO970 G-BLK MACH,17,8,5x114.30,5x127.00,5,114.3,40,GLOSS BLACK W/ MACHINED FACE,NA,17 5x114.30,17 5x114.30 40,17 x 8,"(30,39)"
20517,1907,OKO 11,Oklahoma,4,8.85463E+11,Moto Metal,MO970 G-GRY BLK LP,20,9,6x135.00,6x139.70,6,135,18,GLOSS GREY CENTER W/ GLOSS BLACK LIP,NA,20 6x135.00,20 6x135.00 18,20 x 9,"(11,19)"
20518,1907,OKO 11,Oklahoma,1,8.85463E+11,Moto Metal,MO984 M-BLK GBLK-INS,20,10,6x135.00,6x139.70,6,135,-24,MATTE BLACK W/ G-BLK INSERTS,NA,20 6x135.00,20 6x135.00 -24,20 x 10,"(-29,-20)"
20519,1907,OKO 11,Oklahoma,1,7.57559E+11,Performance OE Replicas,PR113 SLV CHR ACC,22,9,6x139.70,NA,6,139.7,24,HYPER SILVER DARK W/ CHROME ACCENTS,NA,22 6x139.70,22 6x139.70 24,22 x 9,"(20,29)"
20520,1907,OKO 11,Oklahoma,-1,7.57559E+11,Performance OE Replicas,PR113 SLV CHR ACC,22,9,6x139.70,NA,6,139.7,24,HYPER SILVER DARK W/ CHROME ACCENTS,NA,22 6x139.70,22 6x139.70 24,22 x 9,"(20,29)"
20521,1907,OKO 11,Oklahoma,4,8.85463E+11,Vintage,VN527,17,7,5x114.30,NA,5,114.3,0,MAG GRAY MACHINED LIP,NA,17 5x114.30,17 5x114.30 0,17 x 7,"(-9,0)"
20522,1907,OKO 11,Oklahoma,4,8.85463E+11,Vintage,VN527,17,7,5x120.65,NA,5,120.65,0,MAG GRAY MACHINED LIP,NA,17 5x120.65,17 5x120.65 0,17 x 7,"(-9,0)"
20523,1907,OKO 11,Oklahoma,-4,8.85463E+11,Vintage,VN527,17,7,5x120.65,NA,5,120.65,0,MAG GRAY MACHINED LIP,NA,17 5x120.65,17 5x120.65 0,17 x 7,"(-9,0)"
20524,1907,OKO 11,Oklahoma,4,7.61138E+11,Vintage,VN605 CHROME,15,7,5x114.30,NA,5,114.3,-5,CHROME,NA,15 5x114.30,15 5x114.30 -5,15 x 7,"(-9,0)"
20525,1907,OKO 11,Oklahoma,-3,7.61138E+11,Vintage,VN605 CHROME,15,7,5x114.30,NA,5,114.3,-5,CHROME,NA,15 5x114.30,15 5x114.30 -5,15 x 7,"(-9,0)"
20526,1907,OKO 11,Oklahoma,4,8.85463E+11,XD Series,XD127 S-BLK,20,9,6x139.70,NA,6,139.7,18,SATIN BLACK,NA,20 6x139.70,20 6x139.70 18,20 x 9,"(11,19)"
20527,1907,OKO 11,Oklahoma,-4,8.85463E+11,XD Series,XD127 S-BLK,20,9,6x139.70,NA,6,139.7,18,SATIN BLACK,NA,20 6x139.70,20 6x139.70 18,20 x 9,"(11,19)"
20528,1907,OKO 11,Oklahoma,4,8.43962E+11,XD Series,XD778 M-BLK,20,9,6x135.00,6x139.70,6,135,18,MATTE BLACK,NA,20 6x135.00,20 6x135.00 18,20 x 9,"(11,19)"
20529,1907,OKO 11,Oklahoma,4,8.43962E+11,XD Series,XD778 M-BLK,18,9,5x139.70,5x150.00,5,139.7,18,MATTE BLACK,62377,18 5x139.70,18 5x139.70 18,18 x 9,"(11,19)"
20530,1907,OKO 11,Oklahoma,4,8.85463E+11,XD Series,BADLANDS CHROME,18,9,8x165.10,NA,8,165.1,18,CHROME,NA,18 8x165.10,18 8x165.10 18,18 x 9,"(11,19)"
20531,1907,OKO 11,Oklahoma,4,8.43962E+11,XD Series,XD795 G-BLK MACH,20,9,6x139.70,NA,6,139.7,18,GLOSS BLACK W/ MACHINED FACE,20253,20 6x139.70,20 6x139.70 18,20 x 9,"(11,19)"
20532,1907,OKO 11,Oklahoma,4,8.43962E+11,XD Series,XD797 G-BLK MACH,17,9,6x139.70,NA,6,139.7,-12,GLOSS BLACK MACHINED,78516,17 6x139.70,17 6x139.70 -12,17 x 9,"(-19,-10)"
20533,1907,OKO 11,Oklahoma,4,8.43962E+11,XD Series,XD798 M-BLK,18,9,6x139.70,NA,6,139.7,-12,MATTE BLACK,78536,18 6x139.70,18 6x139.70 -12,18 x 9,"(-19,-10)"
20534,1907,OKO 11,Oklahoma,4,8.85463E+11,XD Series,XD811 S-BLK W/ ACC,20,9,8x165.10,NA,8,165.1,18,SATIN BLACK W ACCENTS,78582,20 8x165.10,20 8x165.10 18,20 x 9,"(11,19)"
20535,1907,OKO 11,Oklahoma,4,8.85463E+11,XD Series,XD820 S-BLK MILL RTCC,20,9,6x139.70,NA,6,139.7,18,SATIN BLACK MILLED,NA,20 6x139.70,20 6x139.70 18,20 x 9,"(11,19)"
20536,1907,OKO 11,Oklahoma,-4,8.85463E+11,XD Series,XD820 S-BLK MILL RTCC,20,9,6x139.70,NA,6,139.7,18,SATIN BLACK MILLED,NA,20 6x139.70,20 6x139.70 18,20 x 9,"(11,19)"
20537,1907,OKO 11,Oklahoma,5,8.85463E+11,XD Series,XD822 M-BLK,17,9,6x135.00,6x139.70,6,135,18,MATTE BLACK,NA,17 6x135.00,17 6x135.00 18,17 x 9,"(11,19)"
20538,1907,OKO 11,Oklahoma,4,8.85463E+11,XD Series,XD822 M-BLK,18,9,8x165.10,NA,8,165.1,18,MATTE BLACK,NA,18 8x165.10,18 8x165.10 18,18 x 9,"(11,19)"
20539,1907,OKO 11,Oklahoma,4,8.85463E+11,XD Series,XD825 M-BLK DTCC,20,9,6x135.00,6x139.70,6,135,0,MATTE BLACK W/ DARK TINT,NA,20 6x135.00,20 6x135.00 0,20 x 9,"(-9,0)"
20540,1907,OKO 11,Oklahoma,4,8.85463E+11,XD Series,XD827 M-BLK MACH,20,9,8x165.10,NA,8,165.1,18,MATTE BLACK MACHINED,NA,20 8x165.10,20 8x165.10 18,20 x 9,"(11,19)"
20541,1907,OKO 11,Oklahoma,4,8.85463E+11,XD Series,XD827 M-BLK MACH,17,8,6x135.00,6x139.70,6,135,20,MATTE BLACK MACHINED,NA,17 6x135.00,17 6x135.00 20,17 x 8,"(11,19)"
20542,1908,NMA 11,New Mexico/W.Texas,1,7.61138E+11,American Racing,AR023 MACH,16,8,8x165.10,NA,8,165.1,0,MACHINED W/ CLEAR COAT,NA,16 8x165.10,16 8x165.10 0,16 x 8,"(-9,0)"
20543,1908,NMA 11,New Mexico/W.Texas,4,7.61138E+11,American Racing,OUTLAW II MACHINED W/CC,16,8,8x165.10,NA,8,165.1,0,MACHINED W/ CLEAR COAT,NA,16 8x165.10,16 8x165.10 0,16 x 8,"(-9,0)"
20544,1908,NMA 11,New Mexico/W.Texas,2,8.85463E+11,American Racing,AR105 G-BLK MACH-LP,18,8,5x120.65,NA,5,120.65,0,GLOSS BLACK W/ MACHINED LIP,NA,18 5x120.65,18 5x120.65 0,18 x 8,"(-9,0)"
20545,1908,NMA 11,New Mexico/W.Texas,4,8.43962E+11,American Racing,AR105 G-BLK MACH-LP,18,9,5x114.30,NA,5,114.3,34,GLOSS BLACK W/ MACHINED LIP,78273,18 5x114.30,18 5x114.30 34,18 x 9,"(30,39)"
20546,1908,NMA 11,New Mexico/W.Texas,1,7.61138E+11,American Racing,BAJA POLISHED,15,10,5x114.30,NA,5,114.3,-43,POLISHED,78727,15 5x114.30,15 5x114.30 -43,15 x 10,"(-50,-40)"
20547,1908,NMA 11,New Mexico/W.Texas,4,7.61138E+11,American Racing,BAJA POLISHED,15,8,5x139.70,NA,5,139.7,-19,POLISHED,78184,15 5x139.70,15 5x139.70 -19,15 x 8,"(-19,-10)"
20548,1908,NMA 11,New Mexico/W.Texas,4,8.43962E+11,American Racing,AR910 G-BLK MACH,18,9,8x170.00,NA,8,170,18,GLOSS BLACK W/ MACHINED FACE,NA,18 8x170.00,18 8x170.00 18,18 x 9,"(11,19)"
20549,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,Helo,HE875 CHROME WITH GLOSS BLACK ACCENTS,22,9.5,5x115.00,5x120.00,5,115,15,CHROME W/ GLOSS BLACK ACCENTS,20037,22 5x115.00,22 5x115.00 15,22 x 9.5,"(11,19)"
20550,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,Helo,HE879 GLOSS BLACK MACHINED/MILLED,17,9,5x127.00,NA,5,127,18,GLOSS BLACK MACHINED & MILLED,NA,17 5x127.00,17 5x127.00 18,17 x 9,"(11,19)"
20551,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,Helo,HE880 G-BLK MACH,18,8,5x115.00,5x120.00,5,115,42,GLOSS BLACK W/ MACHINED FACE,20059,18 5x115.00,18 5x115.00 42,18 x 8,"(40,49)"
20552,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,KMC,KM696 SATIN BLACK,20,8.5,5x114.30,NA,5,114.3,35,SATIN BLACK,NA,20 5x114.30,20 5x114.30 35,20 x 8.5,"(30,39)"
20553,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,KMC,KM700 PVD,22,9.5,6x135.00,NA,6,135,38,PVD # 1,NA,22 6x135.00,22 6x135.00 38,22 x 9.5,"(30,39)"
20554,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,Motegi,MR107 G-BLK MACH,16,7,5x108.00,NA,5,108,45,GLOSS BLACK MACHINED,NA,16 5x108.00,16 5x108.00 45,16 x 7,"(40,49)"
20555,1908,NMA 11,New Mexico/W.Texas,1,8.43962E+11,Moto Metal,MO951 CHROME,17,9,8x165.10,NA,8,165.1,-12,CHROME,NA,17 8x165.10,17 8x165.10 -12,17 x 9,"(-19,-10)"
20556,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,Moto Metal,MO961 S-BLK,20,9,6x139.70,NA,6,139.7,18,SATIN BLACK,20109,20 6x139.70,20 6x139.70 18,20 x 9,"(11,19)"
20557,1908,NMA 11,New Mexico/W.Texas,1,8.85463E+11,Moto Metal,MO972 SATIN BLACK MILLED,17,9,5x127.00,NA,5,127,-12,SATIN BLACK MILLED,NA,17 5x127.00,17 5x127.00 -12,17 x 9,"(-19,-10)"
20558,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,Moto Metal,MO975 G-BLK MILL,17,9,6x139.70,NA,6,139.7,18,SATIN BLACK MILLED,NA,17 6x139.70,17 6x139.70 18,17 x 9,"(11,19)"
20559,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,Moto Metal,MO984 M-GRY GBLK-INS,20,9,8x170.00,NA,8,170,-12,MATTE GRAY W/ G-BLK INSERTS,NA,20 8x170.00,20 8x170.00 -12,20 x 9,"(-19,-10)"
20560,1908,NMA 11,New Mexico/W.Texas,5,8.85463E+11,MSA Wheels,MA031 S-BLK M-GRY RG,14,7,4x156.00,NA,4,156,0,SATIN BLACK W/ MATTE GRAY RING,NA,14 4x156.00,14 4x156.00 0,14 x 7,"(-9,0)"
20561,1908,NMA 11,New Mexico/W.Texas,2,7.61138E+11,Vintage,VN605 CHROME,15,7,5x120.65,NA,5,120.65,-5,CHROME,20212,15 5x120.65,15 5x120.65 -5,15 x 7,"(-9,0)"
20562,1908,NMA 11,New Mexico/W.Texas,2,7.61139E+11,Vintage,VN605 CHROME,15,8,5x120.65,NA,5,120.65,0,CHROME,NA,15 5x120.65,15 5x120.65 0,15 x 8,"(-9,0)"
20563,1908,NMA 11,New Mexico/W.Texas,1,8.43962E+11,XD Series,ROCKSTAR CHROME,20,10,8x170.00,NA,8,170,-24,CHROME,NA,20 8x170.00,20 8x170.00 -24,20 x 10,"(-29,-20)"
20564,1908,NMA 11,New Mexico/W.Texas,-1,8.43962E+11,XD Series,ROCKSTAR CHROME,20,10,8x170.00,NA,8,170,-24,CHROME,NA,20 8x170.00,20 8x170.00 -24,20 x 10,"(-29,-20)"
20565,1908,NMA 11,New Mexico/W.Texas,1,8.85463E+11,XD Series,ROCKSTAR CHROME,17,9,8x165.10,NA,8,165.1,-12,CHROME,NA,17 8x165.10,17 8x165.10 -12,17 x 9,"(-19,-10)"
20566,1908,NMA 11,New Mexico/W.Texas,2,8.43962E+11,XD Series,XD778 M-BLK,20,10,8x165.10,NA,8,165.1,-12,MATTE BLACK,NA,20 8x165.10,20 8x165.10 -12,20 x 10,"(-19,-10)"
20567,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,XD Series,XD797 G-BLK MACH,17,8,8x180.00,NA,8,180,18,GLOSS BLACK MACHINED,20274,17 8x180.00,17 8x180.00 18,17 x 8,"(11,19)"
20568,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,XD Series,XD797 G-BLK MACH,18,8.5,8x180.00,NA,8,180,18,GLOSS BLACK MACHINED,78520,18 8x180.00,18 8x180.00 18,18 x 8.5,"(11,19)"
20569,1908,NMA 11,New Mexico/W.Texas,4,8.43962E+11,XD Series,XD797 G-BLK MACH,18,9,8x170.00,NA,8,170,-12,GLOSS BLACK MACHINED,20281,18 8x170.00,18 8x170.00 -12,18 x 9,"(-19,-10)"
20570,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,XD Series,XD818 S-BLK MILL LP,18,9,6x135.00,NA,6,135,30,SATIN BLACK,NA,18 6x135.00,18 6x135.00 30,18 x 9,"(20,29)"
20571,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,XD Series,XD820 S-BLK MILL RTCC,20,9,6x139.70,NA,6,139.7,0,SATIN BLACK MILLED,NA,20 6x139.70,20 6x139.70 0,20 x 9,"(-9,0)"
20572,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,XD Series,XD822 M-BLK,20,9,8x165.10,NA,8,165.1,18,MATTE BLACK,NA,20 8x165.10,20 8x165.10 18,20 x 9,"(11,19)"
20573,1908,NMA 11,New Mexico/W.Texas,8,8.85463E+11,XD Series,XD827 M-BLK,17,8,6x135.00,6x139.70,6,135,20,MATTE BLACK,NA,17 6x135.00,17 6x135.00 20,17 x 8,"(11,19)"
20574,1908,NMA 11,New Mexico/W.Texas,4,8.85463E+11,XD Series,XD827 M-BLK,17,9,8x165.10,NA,8,165.1,-12,MATTE BLACK,NA,17 8x165.10,17 8x165.10 -12,17 x 9,"(-19,-10)"
20575,1908,NMA 11,New Mexico/W.Texas,5,8.85463E+11,XD Series,XD833 S-BLK MILL REV-RG,20,9,5x127.00,NA,5,127,-12,SATIN BLACK MILLED W/ REVERSIBLE RING,NA,20 5x127.00,20 5x127.00 -12,20 x 9,"(-19,-10)"
20576,1909,TXD 75,Texas Dallas,2,8.43962E+11,American Racing,AR105 G-BLK MACH-LP,17,8,5x114.30,NA,5,114.3,0,GLOSS BLACK W/ MACHINED LIP,78899,17 5x114.30,17 5x114.30 0,17 x 8,"(-9,0)"
20577,1909,TXD 75,Texas Dallas,-2,8.43962E+11,American Racing,AR105 G-BLK MACH-LP,17,8,5x114.30,NA,5,114.3,0,GLOSS BLACK W/ MACHINED LIP,78899,17 5x114.30,17 5x114.30 0,17 x 8,"(-9,0)"
20578,1909,TXD 75,Texas Dallas,2,8.43962E+11,American Racing,AR105 G-BLK MACH-LP,17,8,5x114.30,NA,5,114.3,30,GLOSS BLACK W/ MACHINED LIP,78220,17 5x114.30,17 5x114.30 30,17 x 8,"(20,29)"
20579,1909,TXD 75,Texas Dallas,2,8.43962E+11,American Racing,AR105 G-BLK MACH-LP,17,9,5x114.30,NA,5,114.3,24,GLOSS BLACK W/ MACHINED LIP,78913,17 5x114.30,17 5x114.30 24,17 x 9,"(20,29)"
20580,1909,TXD 75,Texas Dallas,4,8.85463E+11,American Racing,AR605 CHROME,16,7,5x114.30,NA,5,114.3,35,CHROME,NA,16 5x114.30,16 5x114.30 35,16 x 7,"(30,39)"
20581,1909,TXD 75,Texas Dallas,4,8.85463E+11,American Racing,AR901 PVD,20,9,6x135.00,NA,6,135,20,PVD # 1,NA,20 6x135.00,20 6x135.00 20,20 x 9,"(11,19)"
20582,1909,TXD 75,Texas Dallas,1,8.85463E+11,ATX,LEDGE TEFLON,18,8,5x150.00,NA,5,150,35,TEXTURED BLACK,NA,18 5x150.00,18 5x150.00 35,18 x 8,"(30,39)"
20583,1909,TXD 75,Texas Dallas,5,8.85463E+11,ATX,AX201 CI-BLK,17,9,5x127.00,NA,5,127,-12,CAST IRON BLACK,NA,17 5x127.00,17 5x127.00 -12,17 x 9,"(-19,-10)"
20584,1909,TXD 75,Texas Dallas,4,8.85463E+11,KMC,KM677 G-BLK,22,9.5,6x135.00,6x139.70,6,135,35,GLOSS BLACK,NA,22 6x135.00,22 6x135.00 35,22 x 9.5,"(30,39)"
20585,1909,TXD 75,Texas Dallas,1,8.85463E+11,KMC,KM677 G-BLK,24,9.5,6x135.00,6x139.70,6,135,35,GLOSS BLACK,NA,24 6x135.00,24 6x135.00 35,24 x 9.5,"(30,39)"
20586,1909,TXD 75,Texas Dallas,-1,8.85463E+11,KMC,KM677 G-BLK,24,9.5,6x135.00,6x139.70,6,135,35,GLOSS BLACK,NA,24 6x135.00,24 6x135.00 35,24 x 9.5,"(30,39)"
20587,1909,TXD 75,Texas Dallas,4,8.85463E+11,KMC,KM677 G-BLK,20,8.5,5x114.30,5x127.00,5,114.3,35,GLOSS BLACK,20077,20 5x114.30,20 5x114.30 35,20 x 8.5,"(30,39)"
20588,1909,TXD 75,Texas Dallas,4,8.43962E+11,Motegi,MR116 M-BLK RED-STR,18,8,5x112.00,5x114.30,5,112,35,MATTE BLACK W/ RED STRIPE,NA,18 5x112.00,18 5x112.00 35,18 x 8,"(30,39)"
20589,1909,TXD 75,Texas Dallas,-4,8.85463E+11,Motegi,MR126 G-BLK MILL,17,8,5x100,NA,5,100,38,BLK,NA,17 5x100,17 5x100 38,17 x 8,"(30,39)"
20590,1909,TXD 75,Texas Dallas,8,8.85463E+11,Motegi,MR126 DISC,17,8,blank,NA,0,0,38,BLK,NA,17 blank,17 blank 38,17 x 8,"(30,39)"
20591,1909,TXD 75,Texas Dallas,4,8.85463E+11,Motegi,MR127 S-BLK,17,8,5x114.30,NA,5,114.3,38,SATIN BLACK,NA,17 5x114.30,17 5x114.30 38,17 x 8,"(30,39)"
20592,1909,TXD 75,Texas Dallas,-4,8.85463E+11,Moto Metal,MO962 G-BLK MILL,20,9,8x180.00,NA,8,180,0,GLOSS BLACK W/ MILLED ACCENTS,NA,20 8x180.00,20 8x180.00 0,20 x 9,"(-9,0)"
20593,1909,TXD 75,Texas Dallas,5,8.85463E+11,Moto Metal,MO962 S-GRY MILL,17,10,blank,NA,0,0,-24,SLV,NA,17 blank,17 blank -24,17 x 10,"(-29,-20)"
20594,1909,TXD 75,Texas Dallas,4,8.85463E+11,Moto Metal,MO970 G-BLK MACH,20,9,8x180.00,NA,8,180,18,GLOSS BLACK W/ MACHINED FACE,NA,20 8x180.00,20 8x180.00 18,20 x 9,"(11,19)"
20595,1909,TXD 75,Texas Dallas,4,8.85463E+11,Moto Metal,MO970 S-BLK MILL,17,8,5x127.00,5x139.70,5,127,0,SATIN BLACK MILLED,NA,17 5x127.00,17 5x127.00 0,17 x 8,"(-9,0)"
20596,1909,TXD 75,Texas Dallas,2,8.85463E+11,Vintage,VN515 POLISHED WANFENG,18,8,5x120.65,NA,5,120.65,0,POLISHED,78923,18 5x120.65,18 5x120.65 0,18 x 8,"(-9,0)"
20597,1909,TXD 75,Texas Dallas,2,NA,Vintage,AR500 DISC,17,11,5x4.75,NA,5,4.75,6,POL,NA,17 5x4.75,17 5x4.75 6,17 x 11,"(1,10)"
20598,1909,TXD 75,Texas Dallas,2,8.43962E+11,Vintage,VN500 POLISHED,17,9.5,5x120.65,NA,5,120.65,6,TWO-PIECE POLISHED,NA,17 5x120.65,17 5x120.65 6,17 x 9.5,"(1,10)"
20599,1909,TXD 75,Texas Dallas,2,8.85463E+11,Vintage,VN515 POLISHED,18,10,5x120.65,NA,5,120.65,6,POLISHED,NA,18 5x120.65,18 5x120.65 6,18 x 10,"(1,10)"
20600,1909,TXD 75,Texas Dallas,1,8.85463E+11,Vintage,NOVA GLOSS BLACK W/MACHINED FACE,18,9,5x120.00,NA,5,120,35,GLOSS BLACK MACHINED,NA,18 5x120.00,18 5x120.00 35,18 x 9,"(30,39)"
20601,1909,TXD 75,Texas Dallas,1,8.85463E+11,XD Series,XD SERIES 779 CHROME,18,9,8x165.10,NA,8,165.1,-12,CHROME,NA,18 8x165.10,18 8x165.10 -12,18 x 9,"(-19,-10)"
20602,1909,TXD 75,Texas Dallas,4,8.85463E+11,XD Series,XD301 S-BLK,17,9,6x135.00,NA,6,135,18,SATIN BLACK,NA,17 6x135.00,17 6x135.00 18,17 x 9,"(11,19)"
20603,1909,TXD 75,Texas Dallas,-4,8.43962E+11,XD Series,XD775 M-BLK,20,8.5,8x170.00,NA,8,170,10,MATTE BLACK,NA,20 8x170.00,20 8x170.00 10,20 x 8.5,"(1,10)"
20604,1909,TXD 75,Texas Dallas,4,8.85463E+11,XD Series,XD775 M-BLK,17,8,8x165.10,NA,8,165.1,10,MATTE BLACK,NA,17 8x165.10,17 8x165.10 10,17 x 8,"(1,10)"
20605,1909,TXD 75,Texas Dallas,1,8.43962E+11,XD Series,XD775 M-BLK,18,9,5x127.00,5x135.00,5,127,0,MATTE BLACK,70889,18 5x127.00,18 5x127.00 0,18 x 9,"(-9,0)"
20606,1909,TXD 75,Texas Dallas,4,8.43962E+11,XD Series,XD775 M-BLK,18,9,6x135.00,6x139.70,6,135,0,MATTE BLACK,70900,18 6x135.00,18 6x135.00 0,18 x 9,"(-9,0)"
20607,1909,TXD 75,Texas Dallas,4,8.43962E+11,XD Series,HOSS GLOSS BLACK,20,9,8x170.00,NA,8,170,-12,GLOSS BLACK W/ CLEAR COAT,62374,20 8x170.00,20 8x170.00 -12,20 x 9,"(-19,-10)"
20608,1909,TXD 75,Texas Dallas,5,8.85463E+11,XD Series,XD811 S-BLK W/ ACC,18,9,6x135.00,6x139.70,6,135,30,SATIN BLACK W ACCENTS,NA,18 6x135.00,18 6x135.00 30,18 x 9,"(20,29)"
20609,1909,TXD 75,Texas Dallas,4,8.85463E+11,XD Series,XD820 S-BLK MILL RTCC,22,9.5,5x139.70,NA,5,139.7,15,SATIN BLACK MILLED,NA,22 5x139.70,22 5x139.70 15,22 x 9.5,"(11,19)"
20610,1909,TXD 75,Texas Dallas,4,8.85463E+11,XD Series,XD822 M-BLK,18,10,8x165.10,NA,8,165.1,-24,MATTE BLACK,NA,18 8x165.10,18 8x165.10 -24,18 x 10,"(-29,-20)"
20611,1909,TXD 75,Texas Dallas,4,8.85463E+11,XD Series,XD825 G-BLK MILL,20,10,8x170.00,NA,8,170,-24,GLOSS BLACK MILLED,NA,20 8x170.00,20 8x170.00 -24,20 x 10,"(-29,-20)"
20612,1909,TXD 75,Texas Dallas,4,8.85463E+11,XD Series,XD825 G-BLK MILL,22,10,blank,NA,0,0,-18,BLK,NA,22 blank,22 blank -18,22 x 10,"(-19,-10)"
20613,1909,TXD 75,Texas Dallas,5,8.85463E+11,XD Series,XD827 M-BLK,17,9,5x127.00,5x135.00,5,127,-12,MATTE BLACK,NA,17 5x127.00,17 5x127.00 -12,17 x 9,"(-19,-10)"
20614,1910,TXA 20,Texas San Antonio,4,7.61138E+11,American Racing,OUTLAW II MACHINED W/CC,15,7,6x139.70,NA,6,139.7,-6,MACHINED W/ CLEAR COAT,78185,15 6x139.70,15 6x139.70 -6,15 x 7,"(-9,0)"
20615,1910,TXA 20,Texas San Antonio,4,7.61138E+11,American Racing,OUTLAW II MACHINED W/CC,16,7,8x165.10,NA,8,165.1,-8,MACHINED W/ CLEAR COAT,78189,16 8x165.10,16 8x165.10 -8,16 x 7,"(-9,0)"
20616,1910,TXA 20,Texas San Antonio,2,8.85463E+11,American Racing,AR105 G-BLK MACH-LP,20,10,5x114.30,NA,5,114.3,45,GLOSS BLACK W/ MACHINED LIP,NA,20 5x114.30,20 5x114.30 45,20 x 10,"(40,49)"
20617,1910,TXA 20,Texas San Antonio,2,8.85463E+11,American Racing,AR105 G-BLK MACH-LP,20,9,5x114.30,NA,5,114.3,30,GLOSS BLACK W/ MACHINED LIP,NA,20 5x114.30,20 5x114.30 30,20 x 9,"(20,29)"
20618,1910,TXA 20,Texas San Antonio,-2,8.85463E+11,American Racing,AR105 G-BLK MACH-LP,20,9,5x114.30,NA,5,114.3,30,GLOSS BLACK W/ MACHINED LIP,NA,20 5x114.30,20 5x114.30 30,20 x 9,"(20,29)"
20619,1910,TXA 20,Texas San Antonio,2,8.85463E+11,American Racing,AR105 G-BLK MACH-LP,20,9,5x114.30,NA,5,114.3,45,GLOSS BLACK W/ MACHINED LIP,NA,20 5x114.30,20 5x114.30 45,20 x 9,"(40,49)"
20620,1910,TXA 20,Texas San Antonio,4,8.43962E+11,American Racing,AR105 G-BLK MACH-LP,17,8,5x114.30,NA,5,114.3,30,GLOSS BLACK W/ MACHINED LIP,78220,17 5x114.30,17 5x114.30 30,17 x 8,"(20,29)"
20621,1910,TXA 20,Texas San Antonio,4,8.43962E+11,American Racing,AR105 G-BLK MACH-LP,17,9,5x114.30,NA,5,114.3,45,GLOSS BLACK W/ MACHINED LIP,NA,17 5x114.30,17 5x114.30 45,17 x 9,"(40,49)"
20622,1910,TXA 20,Texas San Antonio,-4,8.43962E+11,American Racing,AR105 G-BLK MACH-LP,17,9,5x114.30,NA,5,114.3,45,GLOSS BLACK W/ MACHINED LIP,NA,17 5x114.30,17 5x114.30 45,17 x 9,"(40,49)"
20623,1910,TXA 20,Texas San Antonio,4,8.85463E+11,ATX,AX201 M-BRZ BLK LIP,18,9,8x170.00,NA,8,170,0,MATTE BRONZE W/ BLACK LIP,NA,18 8x170.00,18 8x170.00 0,18 x 9,"(-9,0)"
20624,1910,TXA 20,Texas San Antonio,5,8.43962E+11,Moto Metal,MO951 GLOSS BLACK MACHINED,20,9,5x139.70,NA,5,139.7,18,GLOSS BLACK MACHINED,NA,20 5x139.70,20 5x139.70 18,20 x 9,"(11,19)"
20625,1910,TXA 20,Texas San Antonio,4,8.85463E+11,Moto Metal,MO962 CHROME,18,9,5x139.70,5x150.00,5,139.7,0,CHROME,NA,18 5x139.70,18 5x139.70 0,18 x 9,"(-9,0)"
